IncidentNumber,CaseNumber,DateOccurred - Dt,DateOccurred - Txt,IncidentType,IncidentCode,AssociatedOfficerNumber,BadgeNum ber,OfficerTitle,OfficerRace,OfficerGender,OfficerOnDuty,FullAddress,CitizenNumber,CitizenRace,CitizenGenger,CitizenFatality,City,Precinct,CitizenGender,UseOfForceType
11794,140890163,3/30/2014,2014-03-30,Use Offorce,UOF,281,L382,Lieutenant,White,Male,,,5809,White,Male,No,Buﬀalo,,Male,
11794,140890163,3/30/2014,2014-03-30,Use Offorce,UOF,281,L382,Lieutenant,White,Male,,,5810,White,Female,No,Buﬀalo,,Female,
11794,140890163,3/30/2014,2014-03-30,Use Of Force,UOF,49,P2191,Policeoﬃcer,White,Male,,,5810,White,Female,No,Buﬀalo,,Female,
11794,140890163,3/30/2014,2014-03-30,Use Offorce,UOF,1394,C148,Officer,White,Male,,,5810,White,Female,No,Buffalo,,Female,Verbal Commands
11794,140890163,3/30/2014,2014-03-30,Use Offorce,UOF,1394,C148,Officer,White,Male,,,5810,White,Female,No,Buffalo,,Female,Physical Engagement
11794,140890163,3/30/2014,2014-03-30,Use Offorce,UOF,1394,C148,Officer,White,Male,,,5810,White,Female,No,Buffalo,,Female,Pain Compliance Hold
11795,14-0890139,3/30/2014,2014-03-30,Use Of Force,UOF,1015,P2041,Policeofficer,White,Male,,,5808,Hispanic,Male,No,Buffalo,D,Male,Verbal
11795,14-0890139,3/30/2014,2014-03-30,Use Of Force,UOF,1015,P2041,Policeofficer,White,Male,,,5808,Hispanic,Male,No,Buffalo,D,Male,Physical
11795,14-0890139,3/30/2014,2014-03-30,Use Of Force,UOF,1296,L483,Policeoﬃcer,Hispanic,Female,,,5808,Hispanic,Male,No,Buﬀalo,D,Male,
25410,211260029,5/6/2021,2021-05-06,External,GEN,1872,D726,Oﬃcer,White,Male,No,,10642,Black,Male,,Buﬀalo,B,Male,
25410,211260029,5/6/2021,2021-05-06,External,GEN,2031,P3741,Oﬃcer,Black,Male,No,,10642,Black,Male,,Buﬀalo,B,Male,
11807,140900650,3/31/2014,2014-03-31,Use Of Force,UOF,1014,L526,Policeofficer,White,Male,,,5818,White,Male,No,Buffalo,,Male,Physical
11807,140900650,3/31/2014,2014-03-31,Use Of Force,UOF,1014,L526,Policeofficer,White,Male,,,5819,White,Male,No,Buffalo,,Male,Physical
11809,140920560,4/2/2014,2014-04-02,Use Offorce,UOF,1387,L513,Oﬃcer,White,Male,,,5820,White,Male,No,Buffalo,,Male,
11809,140920560,4/2/2014,2014-04-02,Use Of Force,UOF,672,P2990,Policeoﬃcer,Black,Male,,,5820,White,Male,No,Buffalo,,Male,
11809,140920560,4/2/2014,2014-04-02,Use Of Force,UOF,672,P2990,Policeoﬃcer,Black,Male,,,5821,White,Male,No,Buffalo,,Male,
11809,140920560,4/2/2014,2014-04-02,Use Offorce,UOF,1387,L513,Oﬃcer,White,Male,,,5821,White,Male,No,Buffalo,,Male,
11809,140920560,4/2/2014,2014-04-02,Use Offorce,UOF,1387,L513,Oﬃcer,White,Male,,,5822,White,Male,No,Buffalo,,Male,
11809,140920560,4/2/2014,2014-04-02,Use Of Force,UOF,672,P2990,Policeoﬃcer,Black,Male,,,5822,White,Male,No,Buffalo,,Male,
11811,140920882,4/2/2014,2014-04-02,Use Offorce,UOF,1310,C157,Officer,White,Male,,,5824,Black,Male,No,Buffalo,,Male,Verbal Commands
11811,140920882,4/2/2014,2014-04-02,Use Offorce,UOF,1310,C157,Officer,White,Male,,,5824,Black,Male,No,Buffalo,,Male,Physical Engagement
11811,140920882,4/2/2014,2014-04-02,Use Of Force,UOF,1222,P2704,Policeofficer,White,Male,,,5824,Black,Male,No,Buffalo,,Male,Verbal
11811,140920882,4/2/2014,2014-04-02,Use Of Force,UOF,1222,P2704,Policeoﬃcer,White,Male,,,5824,Black,Male,No,Buﬀalo,,Male,Other
11812,140920882,4/2/2014,2014-04-02,Use Of Force,UOF,1222,P2704,Policeofficer,White,Male,,,5824,Black,Male,No,Buffalo,,Male,Verbal
11812,140920882,4/2/2014,2014-04-02,Use Of Force,UOF,1222,P2704,Policeoﬃcer,White,Male,,,5824,Black,Male,No,Buﬀalo,,Male,Other
11812,140920882,4/2/2014,2014-04-02,Use Offorce,UOF,1310,C157,Officer,White,Male,,,5824,Black,Male,No,Buffalo,,Male,Verbal Commands
11812,140920882,4/2/2014,2014-04-02,Use Offorce,UOF,1310,C157,Officer,White,Male,,,5824,Black,Male,No,Buffalo,,Male,Physical Engagement
11813,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1434,3540,Ppo,White,Male,,,5825,Black,Male,No,Buffalo,D,Male,Verbal Commands
11813,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1434,3540,Ppo,White,Male,,,5825,Black,Male,No,Buffalo,D,Male,Physical Engagement
11813,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1434,3540,Ppo,White,Male,,,5825,Black,Male,No,Buffalo,D,Male,Physical Engagement
11813,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1442,L535,Ppo,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11813,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1302,L515,Oﬃcer,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11813,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,389,L285,Lieutenant,White,Female,,,5825,Black,Male,No,Buﬀalo,D,Male,
11813,14-0940014,4/4/2014,2014-04-04,Use Of Force,UOF,185,P3211,Policeoﬃcer,Black,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11813,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1372,D703,Oﬃcer,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11813,14-0940014,4/4/2014,2014-04-04,Use Of Force,UOF,88,P3452,Policeoﬃcer,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11814,14-0940014,4/4/2014,2014-04-04,Use Of Force,UOF,88,P3452,Policeoﬃcer,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11814,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1434,3540,Ppo,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11814,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1372,D703,Oﬃcer,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11814,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1302,L515,Oﬃcer,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11814,14-0940014,4/4/2014,2014-04-04,Use Of Force,UOF,185,P3211,Policeoﬃcer,Black,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11814,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1442,L535,Ppo,White,Male,,,5825,Black,Male,No,Buffalo,D,Male,Pain Compliance
11815,14-0940014,4/4/2014,2014-04-04,Use Of Force,UOF,88,P3452,Policeofficer,White,Male,,,5825,Black,Male,No,Buffalo,D,Male,Physical
11815,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1442,L535,Ppo,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11815,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1434,3540,Ppo,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11815,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1372,D703,Oﬃcer,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11815,14-0940014,4/4/2014,2014-04-04,Use Offorce,UOF,1302,L515,Oﬃcer,White,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11815,14-0940014,4/4/2014,2014-04-04,Use Of Force,UOF,185,P3211,Policeoﬃcer,Black,Male,,,5825,Black,Male,No,Buﬀalo,D,Male,
11816,140940014,4/4/2014,2014-04-04,Use Offorce,UOF,1302,L515,Officer,White,Male,,,5826,Black,Male,No,Buffalo,,Male,Verbal Commands
11816,140940014,4/4/2014,2014-04-04,Use Offorce,UOF,1302,L515,Officer,White,Male,,,5826,Black,Male,No,Buffalo,,Male,Physical Engagement
11816,140940014,4/4/2014,2014-04-04,Use Offorce,UOF,1372,D703,Officer,White,Male,,,5826,Black,Male,No,Buffalo,,Male,Verbal Commands
11816,140940014,4/4/2014,2014-04-04,Use Offorce,UOF,1434,3540,Ppo,White,Male,,,5826,Black,Male,No,Buffalo,,Male,Verbal
11816,140940014,4/4/2014,2014-04-04,Use Of Force,UOF,185,P3211,Policeofficer,Black,Male,,,5826,Black,Male,No,Buffalo,,Male,Verbal
11816,140940014,4/4/2014,2014-04-04,Use Of Force,UOF,88,P3452,Policeofficer,White,Male,,,5826,Black,Male,No,Buffalo,,Male,Verbal
11818,140940014,4/4/2014,2014-04-04,Use Of Force,UOF,185,P3211,Policeofficer,Black,Male,,,5826,Black,Male,No,Buffalo,D,Male,Physical
11818,140940014,4/4/2014,2014-04-04,Use Of Force,UOF,185,P3211,Policeofficer,Black,Male,,,5826,Black,Male,No,Buffalo,D,Male,Verbal
11818,140940014,4/4/2014,2014-04-04,Use Offorce,UOF,1302,L515,Officer,White,Male,,,5826,Black,Male,No,Buffalo,D,Male,Verbal Commands
